@relation deritative-aggregation-30k-unit-0.01

@attribute x-value numeric
@attribute y-value numeric
@attribute label {C2,C4,C3,C1,C5}

@data
384084,821050,C2
384169,820894,C2
384542,820975,C2
384179,820775,C2
384466,820629,C2
384473,820714,C2
384398,821056,C2
384228,820986,C2
384478,820828,C2
384271,820590,C2
384538,820776,C2
372076,835865,C2
372177,836053,C2
372367,835656,C2
372564,835581,C2
372017,835762,C2
372495,835705,C2
372417,835913,C2
372391,835857,C2
372040,836064,C2
372281,836011,C2
372485,835669,C2
372042,835686,C2
372406,835912,C2
372484,836035,C2
372171,836078,C2
372197,836034,C2
372217,836073,C2
372551,835522,C2
372525,836067,C2
372357,835860,C2
372157,835620,C2
372542,835824,C2
372215,835772,C2
372252,836033,C2
372323,835970,C2
372179,835598,C2
372324,835693,C2
372217,835920,C2
372215,835847,C2
372132,836003,C2
372308,835848,C2
372001,836077,C2
372106,836000,C2
372401,835627,C2
372598,835552,C2
372200,835826,C2
372363,835718,C2
372433,835979,C2
372164,835903,C2
372120,836083,C2
369125,852420,C2
369350,852150,C2
369407,852039,C2
369267,852266,C2
369541,852213,C2
369066,852418,C2
369380,852537,C2
369374,852412,C2
369141,852212,C2
369193,852204,C2
369104,852289,C2
369136,852588,C2
369223,852228,C2
369263,852313,C2
369473,852408,C2
369351,852533,C2
369527,852048,C2
369241,852269,C2
369398,852164,C2
369236,852232,C2
369018,852404,C2
369566,852385,C2
369287,852569,C2
369234,852551,C2
369256,852177,C2
369458,852100,C2
369422,852466,C2
369396,852410,C2
369484,852015,C2
369287,852564,C2
369542,852167,C2
369447,852099,C2
369062,852273,C2
369035,852110,C2
369460,852317,C2
369268,852263,C2
369083,852468,C2
369502,852449,C2
369362,852075,C2
369485,852551,C2
366242,859968,C2
366309,860015,C2
366575,859654,C2
366018,859677,C2
366299,859648,C2
366301,859944,C2
366034,859685,C2
366461,859925,C2
366498,859883,C2
366192,859511,C2
366437,860071,C2
366284,860026,C2
366410,859629,C2
366359,859644,C2
366490,859886,C2
366100,859907,C2
366277,860016,C2
366519,859963,C2
366350,859601,C2
366593,859621,C2
366117,859638,C2
366164,859794,C2
366034,859754,C2
366133,859996,C2
366402,859790,C2
366234,860029,C2
366232,859956,C2
366302,859616,C2
366031,860034,C2
366123,860090,C2
366551,859729,C2
366588,859687,C2
366017,859763,C2
366355,859724,C2
366381,859949,C2
366594,859908,C2
366542,859930,C2
366465,859570,C2
366322,859583,C2
366406,859791,C2
402450,753270,C2
402190,753352,C2
402220,753279,C2
402565,753574,C2
402323,753000,C2
402422,753242,C2
402146,753581,C2
402279,753255,C2
402326,753216,C2
402014,753292,C2
402314,753565,C2
402015,753015,C2
402133,753033,C2
402460,753438,C2
402394,753114,C2
402293,753454,C2
402179,753556,C2
402075,753445,C2
402482,753153,C2
402389,753564,C2
402483,753052,C2
402378,753305,C2
402419,753113,C2
402079,753356,C2
402173,753445,C2
402250,753265,C2
402206,753506,C2
402133,753597,C2
402096,753229,C2
402069,753537,C2
402195,753025,C2
402594,753413,C2
402522,753504,C2
402557,753192,C2
402066,753600,C2
402160,753088,C2
402518,753330,C2
402265,753173,C2
402350,753205,C2
402352,753501,C2
389094,778692,C2
388610,778887,C2
389053,778858,C2
388756,778982,C2
388683,779073,C2
388959,779046,C2
389089,778546,C2
388972,778615,C2
389013,779024,C2
388654,778735,C2
388846,778803,C2
388853,778747,C2
388780,778838,C2
388828,778832,C2
388520,778920,C2
388535,778954,C2
389066,779077,C2
388934,778883,C2
388626,778971,C2
388738,778979,C2
388832,779068,C2
388759,778558,C2
388885,778647,C2
388774,778667,C2
388696,778875,C2
388601,778807,C2
388965,778993,C2
388650,778564,C2
388931,778542,C2
388781,778611,C2
388741,778702,C2
388959,778544,C2
388854,778797,C2
388981,778886,C2
388690,778731,C2
388706,778765,C2
388549,779087,C2
388588,778820,C2
388613,778897,C2
388879,778536,C2
387329,795247,C2
387394,795160,C2
387058,795401,C2
387428,795207,C2
387522,795296,C2
387162,795007,C2
387431,795395,C2
387464,795496,C2
387185,795565,C2
387196,795440,C2
387047,795509,C2
387106,795133,C2
387147,795542,C2
387173,795011,C2
387012,795321,C2
387514,795092,C2
387007,795182,C2
387397,795424,C2
387438,795232,C2
387511,795519,C2
387004,795008,C2
387185,795453,C2
387362,795487,C2
387169,795196,C2
387474,795596,C2
387471,795084,C2
387535,795361,C2
387576,795169,C2
387530,795222,C2
387369,795532,C2
387165,795287,C2
387436,795410,C2
387096,795498,C2
387336,795336,C2
387099,795462,C2
387193,795551,C2
387081,795017,C2
387338,795045,C2
387494,795115,C2
387183,795191,C2
355622,810216,C2
356025,810163,C2
355832,810473,C2
356093,810560,C2
356087,810313,C2
355664,810010,C2
355716,810056,C2
356070,810084,C2
355725,810174,C2
355825,810052,C2
355641,810257,C2
355648,810342,C2
355742,810431,C2
355695,810458,C2
355711,810492,C2
355815,810016,C2
355909,810105,C2
355973,810059,C2
355901,810150,C2
355942,810559,C2
355792,810027,C2
355667,810349,C2
355708,810157,C2
355735,810227,C2
355861,810316,C2
355591,810240,C2
355997,810516,C2
356091,810004,C2
355693,810414,C2
355667,810121,C2
356053,810142,C2
355596,810151,C2
355690,810240,C2
355950,810327,C2
355619,810115,C2
355763,810426,C2
355857,810515,C2
355561,810315,C2
355655,810404,C2
355916,810045,C2
341010,840187,C2
340853,840145,C2
340780,840236,C2
340828,840270,C2
340612,840111,C2
341020,840420,C2
340869,840456,C2
340850,840471,C2
341033,840503,C2
340526,840593,C2
340577,840437,C2
340828,840042,C2
340748,840069,C2
341070,840137,C2
340901,840228,C2
340700,840352,C2
341013,840337,C2
340800,840392,C2
340760,840483,C2
340513,840512,C2
340891,840530,C2
340566,840383,C2
340526,840474,C2
340620,840563,C2
340880,840049,C2
341024,840057,C2
340809,840079,C2
340739,840203,C2
341093,840231,C2
340707,840264,C2
340978,840387,C2
340853,840197,C2
340776,840438,C2
341057,840409,C2
340678,840466,C2
341086,840174,C2
340646,840527,C2
340575,840050,C2
340669,840139,C2
340716,840100,C2
334592,861358,C2
334868,861338,C2
334717,861374,C2
334811,861463,C2
334824,861593,C2
334518,861221,C2
334915,861009,C2
334729,861181,C2
334907,861114,C2
334964,861367,C2
334764,861127,C2
335058,861355,C2
334673,861341,C2
335073,861464,C2
334924,861533,C2
334852,861023,C2
334737,861031,C2
334591,861105,C2
334914,861173,C2
334501,861204,C2
334726,861272,C2
334822,861394,C2
335035,861353,C2
334668,861479,C2
334551,861548,C2
334759,861354,C2
334860,861028,C2
335015,861098,C2
334782,861352,C2
334539,861433,C2
335069,861556,C2
334823,861585,C2
334881,861054,C2
334681,861178,C2
334698,861245,C2
334911,861204,C2
334706,861330,C2
335029,861398,C2
334635,861205,C2
334736,861480,C2
337921,822067,C2
337714,822343,C2
337523,822322,C2
337782,822376,C2
337990,822337,C2
337619,822012,C2
338043,822078,C2
338056,822538,C2
337547,822595,C2
337584,822553,C2
338005,822006,C2
337706,822057,C2
337936,822433,C2
337641,822395,C2
338029,822449,C2
337675,822442,C2
337934,822496,C2
337823,822110,C2
337860,822061,C2
337961,822336,C2
337772,822132,C2
337728,822373,C2
337682,822426,C2
337728,822387,C2
337621,822013,C2
338081,822416,C2
337795,822576,C2
337909,822556,C2
337740,822194,C2
337948,822155,C2
337865,822210,C2
337885,822202,C2
337705,822257,C2
337769,822534,C2
337547,822492,C2
337968,822546,C2
337672,822508,C2
337532,822134,C2
338073,822091,C2
337526,822272,C2
322630,831469,C2
322943,831149,C2
322928,831129,C2
322914,831182,C2
322785,831142,C2
322590,831419,C2
323046,831485,C2
322917,831445,C2
322844,831536,C2
322943,831354,C2
322929,831407,C2
322513,831527,C2
322607,831015,C2
322593,831068,C2
322636,831179,C2
322890,831235,C2
323067,831229,C2
322787,831420,C2
322683,831497,C2
322554,831457,C2
322856,831108,C2
323064,831069,C2
322981,831124,C2
322594,831117,C2
323015,831171,C2
322820,831448,C2
322847,831309,C2
322673,831550,C2
322801,831356,C2
322625,831409,C2
322706,831403,C2
322927,831459,C2
322557,831134,C2
322960,831520,C2
323061,831194,C2
322552,831251,C2
323024,831210,C2
322723,831484,C2
323058,831257,C2
322728,831057,C2
315441,850763,C2
315180,850812,C2
315006,851053,C2
315175,850983,C2
315268,851039,C2
315408,850535,C2
315361,850602,C2
315460,850844,C2
315541,850838,C2
315317,850857,C2
315297,850716,C2
315254,850896,C2
315291,850854,C2
315589,851094,C2
315210,850550,C2
315080,850510,C2
315139,850735,C2
315553,850833,C2
315199,850866,C2
315051,850881,C2
315143,850937,C2
315014,850897,C2
315314,850569,C2
315099,850591,C2
315147,850585,C2
315133,850638,C2
315077,850770,C2
315267,850812,C2
315304,850649,C2
315281,850807,C2
315360,850768,C2
315320,851021,C2
315107,851076,C2
315185,851037,C2
315187,850732,C2
315253,851070,C2
315220,850746,C2
315091,850706,C2
315044,850759,C2
315231,850951,C2
289758,853647,C2
290093,853697,C2
289880,853752,C2
289965,853744,C2
289785,853799,C2
289666,853795,C2
289679,853965,C2
290003,853979,C2
290047,854001,C2
289547,853676,C2
289959,853633,C2
289706,853779,C2
290069,853581,C2
289993,853822,C2
290032,853597,C2
289564,853873,C2
290020,853946,C2
289668,854080,C2
290030,853970,C2
289502,853643,C2
289854,853699,C2
289934,853693,C2
289888,853746,C2
289500,853706,C2
289890,853948,C2
289677,854003,C2
289816,853912,C2
289978,853574,C2
289756,853532,C2
289680,853773,C2
289703,853994,C2
289858,853585,C2
289700,853820,C2
289606,853745,C2
289729,853984,C2
289592,854061,C2
289641,854055,C2
290050,854073,C2
290098,854067,C2
289786,853812,C2
307782,817640,C2
307594,817739,C2
307722,817861,C2
307621,817964,C2
307778,818067,C2
307876,818006,C2
307981,817828,C2
308041,817931,C2
307879,818006,C2
307689,817565,C2
307572,817634,C2
307546,818058,C2
307868,817525,C2
307859,817630,C2
307998,817788,C2
307843,817610,C2
307566,817712,C2
307660,817801,C2
307993,817905,C2
307529,817728,C2
307506,817886,C2
307650,818042,C2
307930,817865,C2
307991,817968,C2
307626,817526,C2
307560,817641,C2
307836,817614,C2
307759,817552,C2
307523,817657,C2
307680,817760,C2
307693,817580,C2
307929,817738,C2
307827,817841,C2
307544,817912,C2
307762,817754,C2
307920,817857,C2
307985,817958,C2
307620,817516,C2
307932,817940,C2
307783,818009,C2
322509,797037,C2
322507,796964,C2
322908,797087,C2
322968,796589,C2
322980,797010,C2
322615,796568,C2
322948,796672,C2
322505,796776,C2
322984,796597,C2
323073,796533,C2
322801,796788,C2
322665,796865,C2
322809,796873,C2
322743,796988,C2
322901,797091,C2
322564,797029,C2
322502,796853,C2
322813,796561,C2
322970,796664,C2
322982,797085,C2
322539,796588,C2
322637,796527,C2
322826,796630,C2
322580,796659,C2
322645,796760,C2
322803,796863,C2
322730,796954,C2
322560,796621,C2
323060,796723,C2
322861,796880,C2
322760,796983,C2
322864,796805,C2
322629,796910,C2
322551,796848,C2
323087,796962,C2
322643,797066,C2
322691,797060,C2
323056,796563,C2
322790,796701,C2
322998,796507,C2
351584,791033,C2
351492,790545,C2
351421,790669,C2
351320,790772,C2
351591,790592,C2
351254,790530,C2
351444,790633,C2
351176,790738,C2
351334,790841,C2
351015,790698,C2
351158,790854,C2
351114,791095,C2
351394,790918,C2
351181,790973,C2
351375,791088,C2
351273,790590,C2
351489,791068,C2
351515,790537,C2
351315,790661,C2
351038,790763,C2
351485,790584,C2
351545,790687,C2
351013,790848,C2
351513,790950,C2
351016,790773,C2
351277,790860,C2
351403,790949,C2
351135,791054,C2
351172,790741,C2
351237,790842,C2
351473,791000,C2
351533,790502,C2
351213,790927,C2
351370,791030,C2
351347,790587,C2
351541,790702,C2
351419,790524,C2
351576,790627,C2
351503,790718,C2
351597,790807,C2
348532,777355,C2
348403,777315,C2
348056,777372,C2
348249,777440,C2
348442,777555,C2
348367,777432,C2
348524,777535,C2
348288,777039,C2
348446,777142,C2
348550,777444,C2
348093,777000,C2
348304,777020,C2
348068,777125,C2
348173,777548,C2
348316,777103,C2
348044,777358,C2
348568,777295,C2
348580,777270,C2
348215,777429,C2
348280,777530,C2
348385,777352,C2
348284,777455,C2
348072,777395,C2
348571,777497,C2
348082,777506,C2
348016,777020,C2
348417,777143,C2
348506,777234,C2
348352,777056,C2
348240,777123,C2
348476,777281,C2
348536,777384,C2
348215,777208,C2
348373,777311,C2
348350,777469,C2
348073,777571,C2
348519,777392,C2
348481,777516,C2
348213,777020,C2
348130,777075,C2
357312,752094,C2
357358,752055,C2
357320,751578,C2
357218,751681,C2
357479,751768,C2
357583,751590,C2
357315,751695,C2
357454,751853,C2
357011,751957,C2
357023,751777,C2
357181,751880,C2
357273,751936,C2
357412,752094,C2
357516,751916,C2
357451,752031,C2
357007,751534,C2
357507,751636,C2
357322,751653,C2
357515,751721,C2
357238,751823,C2
357585,751544,C2
357142,751648,C2
357507,751752,C2
357063,751856,C2
357494,751791,C2
357599,751613,C2
357406,751923,C2
357299,752028,C2
357145,751850,C2
357406,751937,C2
357563,752040,C2
357462,751542,C2
357204,751988,C2
357102,752091,C2
357260,751593,C2
357501,751742,C2
357377,751585,C2
357431,751502,C2
357163,751607,C2
357393,751882,C2
378091,721571,C2
378254,722064,C2
378220,721585,C2
378071,721654,C2
378028,721531,C2
378196,721670,C2
378353,721773,C2
378472,721791,C2
378203,722080,C2
378102,721582,C2
378092,721687,C2
378305,721646,C2
378303,721782,C2
378201,721885,C2
378359,721988,C2
378540,721832,C2
378439,721935,C2
378260,722023,C2
378159,721525,C2
378347,721555,C2
378068,721624,C2
378226,721727,C2
378478,721602,C2
378377,721705,C2
378534,721808,C2
378266,721913,C2
378307,721721,C2
378063,721823,C2
378040,721981,C2
378197,722084,C2
378477,721907,C2
378034,722011,C2
378490,722077,C2
378389,721579,C2
378572,722057,C2
378304,721561,C2
378461,721664,C2
378522,721767,C2
378382,721588,C2
378398,721622,C2
357393,735192,C2
357352,735445,C2
357578,735513,C2
357081,735336,C2
357493,735495,C2
357049,735599,C2
357114,735099,C2
357219,735522,C2
357358,735079,C2
357207,735115,C2
357184,735273,C2
357528,735265,C2
357152,735334,C2
357309,735437,C2
357067,735316,C2
357225,735419,C2
357290,735520,C2
357251,735043,C2
357213,735276,C2
357204,735381,C2
357181,735539,C2
357273,735407,C2
357509,735565,C2
357241,735069,C2
357398,735172,C2
357244,735595,C2
357537,735081,C2
357093,735185,C2
357505,735344,C2
357008,735167,C2
357508,735269,C2
357134,735371,C2
357370,735529,C2
357215,735351,C2
357143,735442,C2
357465,735510,C2
357091,735011,C2
357274,735489,C2
357173,735592,C2
357100,735082,C2
333415,756188,C2
333032,756395,C2
333123,756270,C2
333313,756373,C2
333211,756476,C2
333575,756000,C2
333421,756423,C2
333578,756526,C2
333545,756040,C2
333102,756144,C2
333199,756083,C2
333364,756008,C2
333331,756130,C2
333391,756233,C2
333237,756055,C2
333227,756160,C2
333205,756318,C2
333079,756290,C2
333008,756414,C2
333508,756516,C2
333498,756020,C2
333162,756559,C2
333266,756381,C2
333566,756053,C2
333258,756426,C2
333045,756481,C2
333574,756118,C2
333328,756147,C2
333177,756183,C2
333257,756177,C2
333518,756264,C2
333011,756354,C2
333526,756349,C2
333050,756554,C2
333573,756491,C2
333472,756594,C2
333386,756590,C2
333543,756092,C2
333008,756194,C2
333244,756589,C2
316679,754603,C2
316638,754769,C2
317027,754823,C2
316511,754816,C2
316766,754905,C2
316694,754996,C2
316970,754969,C2
316795,755022,C2
316710,755051,C2
316802,754506,C2
316896,754595,C2
316785,755088,C2
317026,754798,C2
316590,754724,C2
317047,754790,C2
316540,754880,C2
316586,754841,C2
316645,755066,C2
316921,755039,C2
316542,755096,C2
316668,754584,C2
316589,754611,C2
316977,754665,C2
316904,754756,C2
316612,754730,C2
316873,754817,C2
316944,754916,C2
316764,754971,C2
316893,755072,C2
316942,755066,C2
316901,754556,C2
317000,754975,C2
316954,755028,C2
316925,754702,C2
316525,755079,C2
316619,754567,C2
316887,754840,C2
316960,754648,C2
316888,754739,C2
316603,754993,C2
301656,778988,C2
301618,779018,C2
301885,778690,C2
301555,778727,C2
302073,778781,C2
301826,779060,C2
302011,778578,C2
302059,778612,C2
302032,778920,C2
302074,778728,C2
301562,778820,C2
301630,778846,C2
301860,778520,C2
301513,778577,C2
301790,778550,C2
301744,778603,C2
301543,778519,C2
301752,778628,C2
301571,778683,C2
301505,778773,C2
301547,778768,C2
301840,778855,C2
301941,778529,C2
301815,778940,C2
301831,778974,C2
302000,778660,C2
301947,778642,C2
301963,778676,C2
301804,778655,C2
301591,778710,C2
301832,779021,C2
301599,778795,C2
302095,779047,C2
301753,778501,C2
301627,778912,C2
302055,778551,C2
301620,778990,C2
302008,779044,C2
301968,778534,C2
301811,779093,C2
280553,798169,C2
280791,798205,C2
280783,798458,C2
280824,798266,C2
280987,798522,C2
280715,798299,C2
280546,798538,C2
280702,798007,C2
281070,798381,C2
280999,798505,C2
280972,798212,C2
280564,798194,C2
280908,798186,C2
280578,798310,C2
281060,798345,C2
280989,798469,C2
281030,798277,C2
280554,798496,C2
280698,798443,C2
280733,798131,C2
280829,798253,C2
280824,798006,C2
280751,798097,C2
281023,798220,C2
280570,798227,C2
280532,798351,C2
280748,798524,C2
280611,798177,C2
280872,798264,C2
280810,798553,C2
281052,798500,C2
280545,798590,C2
280758,798035,C2
280512,798064,C2
280746,798189,C2
280684,798114,C2
280638,798167,C2
280732,798256,C2
280920,798286,C2
281096,798442,C2
279271,817882,C2
279036,818048,C2
279326,817522,C2
279468,818098,C2
279498,817572,C2
279098,817510,C2
279230,817752,C2
279278,817746,C2
279421,817902,C2
279502,817896,C2
279594,817952,C2
279254,817865,C2
279011,817507,C2
279047,818033,C2
279406,817505,C2
279505,817747,C2
279376,817707,C2
279304,817946,C2
279467,817838,C2
279372,817533,C2
279027,817975,C2
279562,817650,C2
279212,818094,C2
279394,817525,C2
279023,817801,C2
279499,817610,C2
279262,817837,C2
279005,817830,C2
279099,817919,C2
279452,817954,C2
279452,817793,C2
279582,817894,C2
279075,817984,C2
279454,818096,C2
279114,817583,C2
279208,817672,C2
279115,818083,C2
279279,817771,C2
279373,817860,C2
279478,817783,C2
276361,834537,C2
276297,834598,C2
276555,834051,C2
276437,834047,C2
276158,834116,C2
276580,834203,C2
276020,834012,C2
276183,834268,C2
276309,834357,C2
276524,834349,C2
276076,834509,C2
276449,834590,C2
276252,834415,C2
276506,834471,C2
276006,834146,C2
276083,834567,C2
276405,834034,C2
276001,834263,C2
276179,834257,C2
276439,834344,C2
276259,834399,C2
276140,834395,C2
276463,834463,C2
276162,834373,C2
276403,834083,C2
276497,834172,C2
276374,834116,C2
276291,834171,C2
276172,834167,C2
276101,834399,C2
276357,834488,C2
276396,834263,C2
276497,834538,C2
276483,834591,C2
276059,834465,C2
276354,834092,C2
276349,834446,C2
276008,834534,C2
276416,834242,C2
276057,834190,C2
225235,847767,C2
225382,848050,C2
225533,848028,C2
225293,847682,C2
225462,848058,C2
225091,847733,C2
225352,847820,C2
225296,847628,C2
225360,847905,C2
225454,847994,C2
225387,847766,C2
225141,848098,C2
225546,847585,C2
225204,847640,C2
225509,848081,C2
225002,847570,C2
225294,847657,C2
225366,847756,C2
225139,847716,C2
225400,847803,C2
225065,848044,C2
225363,847819,C2
225268,847514,C2
225092,847567,C2
225202,847542,C2
225224,847769,C2
225232,847692,C2
225488,847781,C2
225240,847777,C2
225193,847830,C2
225523,848084,C2
225431,847927,C2
225523,847983,C2
225190,847656,C2
225163,847930,C2
225417,847986,C2
225145,847640,C2
225426,847618,C2
225540,847638,C2
225317,847772,C2
256896,823601,C2
256525,823628,C2
256533,823713,C2
256833,823986,C2
256750,824041,C2
256631,824037,C2
256818,823628,C2
256596,823586,C2
256947,823642,C2
257028,823636,C2
256687,823724,C2
256553,823740,C2
257059,824035,C2
256705,824068,C2
256986,823600,C2
256938,823620,C2
256503,824059,C2
256523,823652,C2
256736,823611,C2
256806,823691,C2
256851,823972,C2
256750,823784,C2
256919,823559,C2
257013,823648,C2
256503,823881,C2
256680,823875,C2
256605,824055,C2
256735,823515,C2
256599,823592,C2
256679,823586,C2
256861,823618,C2
256615,823647,C2
256966,823703,C2
256963,823792,C2
256706,823785,C2
257094,823839,C2
257061,823515,C2
256924,823769,C2
256689,824036,C2
256587,824052,C2
255183,811747,C2
255473,811897,C2
255166,811525,C2
255442,812099,C2
255298,811565,C2
255105,811875,C2
255403,811529,C2
255418,811563,C2
255431,811693,C2
255231,811817,C2
255516,811887,C2
255288,811969,C2
255240,811989,C2
255429,812019,C2
255083,811508,C2
255509,811560,C2
255262,811589,C2
255283,811783,C2
255288,811734,C2
255382,811823,C2
