@relation deritative-15-clusters-30k-unit-0.01

@attribute x-value numeric
@attribute y-value numeric
@attribute label {C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15}

@data
602599,604573,C1
603748,604844,C1
602397,605013,C1
592616,570934,C1
591903,569778,C1
592291,570882,C1
591900,571017,C1
593559,570565,C1
592804,569772,C1
601969,573740,C1
602012,574355,C1
601738,574524,C1
603115,572995,C1
602742,574648,C1
602815,572918,C1
631614,558716,C1
629977,558838,C1
631684,558994,C1
631514,558212,C1
631690,558346,C1
631279,558469,C1
663355,604320,C1
663314,604354,C1
662327,604580,C1
663311,604679,C1
662556,603886,C1
662969,604164,C1
597573,557972,C1
597864,556799,C1
597570,556956,C1
597564,558723,C1
598849,557039,C1
598878,558143,C1
601686,582927,C1
601201,583548,C1
602059,583715,C1
601629,582739,C1
601189,583772,C1
602474,584089,C1
563465,571358,C1
563253,571366,C1
563307,571390,C1
563012,571547,C1
562965,570875,C1
562747,570807,C1
605893,563747,C1
605578,564362,C1
606300,564483,C1
606006,564640,C1
605836,563858,C1
606012,563992,C1
608541,575178,C1
607887,575995,C1
608256,576662,C1
608206,577058,C1
609189,575385,C1
608172,575485,C1
569928,571789,C1
570712,570218,C1
569501,570725,C1
569796,571420,C1
569839,572035,C1
570697,572202,C1
613791,518206,C1
614047,518642,C1
614077,519746,C1
613583,518017,C1
613364,519677,C1
613393,518780,C1
591186,575171,C1
589369,574079,C1
589661,574247,C1
591000,574289,C1
590017,574572,C1
590904,573778,C1
626782,551781,C1
626243,552677,C1
625850,552317,C1
626835,552416,C1
626352,553011,C1
627501,551281,C1
561334,501268,C1
561557,502010,C1
561955,502098,C1
561351,500582,C1
561226,500968,C1
562211,501067,C1
626741,571560,C1
626530,571568,C1
627417,570774,C1
627868,571057,C1
626832,571145,C1
627220,570978,C1
611651,552541,C1
611963,552753,C1
612415,553036,C1
610866,553510,C1
612149,552296,C1
611855,552453,C1
598730,570174,C1
599010,570679,C1
598453,571772,C1
598546,570054,C1
598326,571714,C1
597842,570334,C1
602528,601514,C1
602572,600128,C1
600959,601233,C1
600833,600184,C1
601285,600467,C1
600839,599536,C1
604767,555696,C1
604986,556571,C1
604692,556728,C1
605152,555124,C1
605328,555258,C1
604724,555743,C1
614430,552192,C1
614477,550863,C1
614183,551020,C1
615580,551504,C1
614864,551822,C1
614788,551876,C1
617755,552492,C1
619072,553227,C1
617454,552650,C1
618118,553903,C1
618027,552001,C1
619176,552272,C1
627648,579879,C1
626911,580655,C1
626820,580754,C1
626525,580911,C1
627723,579509,C1
626664,579782,C1
606652,567794,C1
606646,568506,C1
606352,568663,C1
606705,568429,C1
606756,566839,C1
606461,566996,C1
640208,560026,C1
640053,560756,C1
638807,559974,C1
638847,560062,C1
638864,559611,C1
639751,558817,C1
583655,630771,C1
582972,631507,C1
582688,631987,C1
582339,630653,C1
582412,630924,C1
584168,631408,C1
545154,579089,C1
545564,577817,C1
545191,579470,C1
545894,578492,C1
544344,578776,C1
545059,578313,C1
633102,579794,C1
632419,578529,C1
632740,579013,C1
631888,579285,C1
633231,579384,C1
632379,579656,C1
562731,621969,C1
563420,621907,C1
562863,623000,C1
561880,623283,C1
562860,623325,C1
561847,621951,C1
606404,574877,C1
605814,574873,C1
606464,575041,C1
606406,576613,C1
605733,575671,C1
606882,575942,C1
606853,556209,C1
605543,556199,C1
606194,556367,C1
606267,556638,C1
606097,557857,C1
607171,557394,C1
618171,592738,C1
618893,592859,C1
619675,593016,C1
619321,594051,C1
618469,592322,C1
618156,592721,C1
556913,640897,C1
556902,641787,C1
557194,641955,C1
556131,642361,C1
556582,640643,C1
557731,640914,C1
527145,510296,C1
527193,510968,C1
528414,510105,C1
528072,509654,C1
527607,511342,C1
527142,510399,C1
604023,573945,C1
604940,572807,C1
604328,573139,C1
604237,573238,C1
605386,573509,C1
605141,573994,C1
599030,621892,C1
599875,621888,C1
600262,620991,C1
599881,621240,C1
599929,619911,C1
598642,621450,C1
603602,589709,C1
603979,590255,C1
604431,590538,C1
604887,589791,C1
603871,589891,C1
604944,589428,C1
657544,568792,C1
658266,568913,C1
659352,568004,C1
658694,568104,C1
658757,568020,C1
658100,568120,C1
614279,600184,C1
616026,600396,C1
615650,599615,C1
615394,599542,C1
614411,599825,C1
616229,599958,C1
580278,632623,C1
580128,633175,C1
579883,631659,C1
579031,631931,C1
579444,632209,C1
578524,633245,C1
645610,595816,C1
646493,595817,C1
645797,595912,C1
646921,597009,C1
647136,595401,C1
645426,595570,C1
688284,533546,C1
688808,533547,C1
688809,535255,C1
689222,535533,C1
689053,534751,C1
689228,534885,C1
658441,574318,C1
657757,573053,C1
656799,574084,C1
657125,574200,C1
657867,574333,C1
658318,574616,C1
540967,564320,C1
540376,564316,C1
540207,565535,C1
540049,563942,C1
541134,565034,C1
541586,565317,C1
597892,540193,C1
598638,539672,C1
599285,539313,C1
599306,540068,C1
598252,539928,C1
599004,538618,C1
615100,575517,C1
614041,575790,C1
614954,576361,C1
615435,576300,C1
613983,575049,C1
614431,574805,C1
630610,542818,C1
628997,543923,C1
629281,543742,C1
630315,544423,C1
630142,544201,C1
629544,542571,C1
605479,574977,C1
605160,575065,C1
605418,575710,C1
604186,575462,C1
605103,574324,C1
605217,576150,C1
603232,498123,C1
604629,498607,C1
604132,498352,C1
603417,499114,C1
604394,498864,C1
603445,499774,C1
606873,533852,C1
607523,534020,C1
606334,533834,C1
607415,534869,C1
606762,535026,C1
606876,534851,C1
597399,530141,C1
597492,530424,C1
597227,530237,C1
596720,530998,C1
596422,530628,C1
596293,530989,C1
611820,552639,C1
611343,553609,C1
611160,553743,C1
611012,554504,C1
612051,553247,C1
612237,553939,C1
599706,532568,C1
599921,531938,C1
598568,531580,C1
599484,532443,C1
600155,531677,C1
599382,531933,C1
622281,512327,C1
621430,513513,C1
621118,512718,C1
620489,511857,C1
620574,511791,C1
621127,512597,C1
601175,623967,C1
601481,623219,C1
601891,622970,C1
601118,623226,C1
600215,623087,C1
602098,623268,C1
603517,578009,C1
604879,578101,C1
604352,578425,C1
603331,578468,C1
603183,579229,C1
603054,579088,C1
517191,541296,C1
517118,541877,C1
516168,541632,C1
515878,541846,C1
516330,542319,C1
516216,542603,C1
607909,574615,C1
607563,575809,C1
608019,576339,C1
606859,576044,C1
607408,574792,C1
608282,575168,C1
595164,623988,C1
594892,624684,C1
595004,624368,C1
595126,624967,C1
594203,623285,C1
594781,623925,C1
608124,596865,C1
607310,597377,C1
607826,597029,C1
608573,597473,C1
607488,596336,C1
608308,596733,C1
585524,563189,C1
584983,563590,C1
583729,563800,C1
585601,564318,C1
585555,564028,C1
585135,564507,C1
617092,535561,C1
617132,535649,C1
616427,534524,C1
616855,534268,C1
617913,535253,C1
617530,534505,C1
625389,585412,C1
624541,585741,C1
625165,585992,C1
624730,585335,C1
625812,586135,C1
624798,586209,C1
604851,576211,C1
604538,576610,C1
605490,574715,C1
605702,576582,C1
605487,575040,C1
605769,574853,C1
625776,660951,C1
626496,660545,C1
627074,661185,C1
625854,661343,C1
626463,661214,C1
627181,660191,C1
603183,580455,C1
603234,581101,C1
601846,581030,C1
603361,581097,C1
601706,579904,C1
603156,579923,C1
565925,558879,C1
565165,558759,C1
566117,558865,C1
565437,558915,C1
566349,557720,C1
566231,557902,C1
641265,539704,C1
640036,538612,C1
639457,539420,C1
641404,538780,C1
640049,539806,C1
640983,537918,C1
613914,539140,C1
613084,538954,C1
614768,539250,C1
613320,538056,C1
614463,539274,C1
613740,537686,C1
584573,652229,C1
585592,652955,C1
584462,652316,C1
585618,652618,C1
584627,653466,C1
584694,652937,C1
600657,598248,C1
600843,596939,C1
601752,597028,C1
601227,597326,C1
601604,597554,C1
601021,596921,C1
606066,575220,C1
606949,575221,C1
605957,574068,C1
605696,573430,C1
605684,573767,C1
606061,573995,C1
608198,601408,C1
606944,601853,C1
608628,602149,C1
608123,601780,C1
607608,602192,C1
606763,602495,C1
611728,571885,C1
612404,572566,C1
611242,572030,C1
612200,572447,C1
612775,572560,C1
611130,573012,C1
576689,569679,C1
576078,568920,C1
576961,569835,C1
576601,570070,C1
576547,569431,C1
577193,570456,C1
616578,530698,C1
616692,530523,C1
617267,530636,C1
617478,530927,C1
616659,530404,C1
617499,531257,C1
607535,574525,C1
606346,574339,C1
606822,573369,C1
606869,573488,C1
606388,573423,C1
607268,573576,C1
609307,588391,C1
609373,587302,C1
610596,588224,C1
609432,587402,C1
610011,587807,C1
610053,588104,C1
648201,580686,C1
648458,579330,C1
648197,580693,C1
648843,579717,C1
649219,579945,C1
648538,580796,C1
607297,572430,C1
607420,572369,C1
607631,572660,C1
608349,571447,C1
608231,571629,C1
607695,571604,C1
564492,561134,C1
563833,560993,C1
563516,559289,C1
564698,560766,C1
563800,560874,C1
563820,559863,C1
682316,622263,C1
680797,622203,C1
681038,622703,C1
681827,620890,C1
681945,621921,C1
681454,621253,C1
707783,602780,C1
708396,602708,C1
708811,602941,C1
707286,601972,C1
708468,603449,C1
707149,601717,C1
605800,575648,C1
605337,575576,C1
605020,575873,C1
604302,576108,C1
605787,574518,C1
606289,574469,C1
615010,601627,C1
616883,601485,C1
616358,601783,C1
616735,602011,C1
616257,602428,C1
616638,602523,C1
611741,503931,C1
612152,503682,C1
612363,503973,C1
611802,504774,C1
612456,504256,C1
612832,504484,C1
604413,576466,C1
605786,576221,C1
603997,574512,C1
604241,575475,C1
603988,574951,C1
604762,575184,C1
551823,588910,C1
552233,590662,C1
553238,589686,C1
552442,588978,C1
553231,589166,C1
553282,589577,C1
546499,572423,C1
547819,571131,C1
546634,571002,C1
547180,571224,C1
547129,572026,C1
546143,571782,C1
570027,560519,C1
570310,560338,C1
569205,560447,C1
570890,560743,C1
569704,560614,C1
570982,561026,C1
690570,570259,C1
689471,568806,C1
688745,569245,C1
689039,569387,C1
689468,569131,C1
689290,570001,C1
604544,575272,C1
605525,575314,C1
604300,574804,C1
604448,575491,C1
605986,575418,C1
604171,574110,C1
607635,572743,C1
608154,573836,C1
607725,573477,C1
607746,572231,C1
608359,572159,C1
608704,572966,C1
590030,624006,C1
589426,624491,C1
589922,622854,C1
590545,623105,C1
589559,622861,C1
588803,624069,C1
614663,536131,C1
615051,535234,C1
614398,535391,C1
615167,535142,C1
615425,535787,C1
615732,535199,C1
577025,547693,C1
576287,547269,C1
578102,548024,C1
577605,547769,C1
577824,548644,C1
578235,548395,C1
598214,569801,C1
597928,568306,C1
598211,570126,C1
598062,568886,C1
599001,568631,C1
598388,568767,C1
603142,572066,C1
602847,572223,C1
602340,572984,C1
602768,572728,C1
602591,573598,C1
602733,572838,C1
607693,570657,C1
607373,570369,C1
606077,570942,C1
606096,570809,C1
607590,569568,C1
606231,571389,C1
594383,559877,C1
593628,561702,C1
593970,560451,C1
593526,560391,C1
594807,561076,C1
593976,560890,C1
593365,624142,C1
594015,624310,C1
594827,624123,C1
594678,622883,C1
594990,624118,C1
594906,624248,C1
610685,534021,C1
610642,534258,C1
610082,534824,C1
611432,534764,C1
610145,533450,C1
611324,533377,C1
713361,608382,C1
713526,608618,C1
713021,608249,C1
714316,609124,C1
712653,608592,C1
714478,607810,C1
586803,506475,C1
585082,506981,C1
585103,505735,C1
586812,505865,C1
586121,505171,C1
586429,505973,C1
526035,567004,C1
527121,566095,C1
527235,565920,C1
527383,566607,C1
526552,566421,C1
527304,567112,C1
660914,586062,C1
661995,586907,C1
662016,587662,C1
661388,587418,C1
661304,587548,C1
660705,585918,C1
607852,574379,C1
608558,575440,C1
608525,574108,C1
608910,574685,C1
608227,575186,C1
607939,575374,C1
604441,574260,C1
605708,574953,C1
605460,575464,C1
605072,574659,C1
605427,575580,C1
605667,573761,C1
591920,571489,C1
593196,571927,C1
593243,572046,C1
593095,572572,C1
593012,572956,C1
592376,572363,C1
614870,586765,C1
614165,585640,C1
614596,586934,C1
614976,585453,C1
614587,585797,C1
615332,586139,C1
646004,662090,C1
647272,661220,C1
646356,661570,C1
646208,662096,C1
645819,662440,C1
647187,661897,C1
539099,655949,C1
540051,656055,C1
540368,654970,C1
539587,656453,C1
540123,654795,C1
539735,655139,C1
555800,604984,C1
555749,605786,C1
555481,605072,C1
556560,605599,C1
556776,605947,C1
556387,606291,C1
598881,587786,C1
598366,587773,C1
597666,588001,C1
598915,586521,C1
597658,586864,C1
599533,586271,C1
587057,568232,C1
587335,569030,C1
587051,567998,C1
587795,568340,C1
588081,568133,C1
587615,567534,C1
546933,540480,C1
546466,540541,C1
546711,541504,C1
545707,540009,C1
545991,539828,C1
546207,540176,C1
649657,576492,C1
650042,577069,C1
650961,577481,C1
650532,576411,C1
650144,576755,C1
650359,577103,C1
599702,618858,C1
600689,618931,C1
600687,618957,C1
600973,618750,C1
600244,617086,C1
599855,617430,C1
564113,560515,C1
564814,559646,C1
565097,560614,C1
565383,560407,C1
564126,560750,C1
565161,560771,C1
618745,615157,C1
618999,613998,C1
617742,614341,C1
618028,614134,C1
617742,614640,C1
617927,613942,C1
619308,577464,C1
620263,577907,C1
619181,578320,C1
620589,578702,C1
620200,579046,C1
619205,578453,C1
567735,561904,C1
568880,561883,C1
567270,560301,C1
568373,560643,C1
568247,560051,C1
567518,560388,C1
636874,533601,C1
638484,534395,C1
637761,534808,C1
638239,534220,C1
637851,534564,C1
638595,534906,C1
560871,568938,C1
560744,569006,C1
560688,569072,C1
560974,568865,C1
561519,569322,C1
562001,568174,C1
595821,633042,C1
595534,633230,C1
595746,633096,C1
595017,633433,C1
595737,633960,C1
595101,633367,C1
605907,551218,C1
607329,552025,C1
607540,552551,C1
607612,551844,C1
606883,552181,C1
607604,550707,C1
605739,573750,C1
604478,573611,C1
604887,574022,C1
604697,574251,C1
606023,574782,C1
605000,574507,C1
601366,601074,C1
601937,600940,C1
601183,601208,C1
600795,599551,C1
600910,601142,C1
601994,601491,C1
597873,580474,C1
597995,580413,C1
598372,580641,C1
596917,580864,C1
598529,581207,C1
598545,580280,C1
615504,542229,C1
615952,542410,C1
616226,541263,C1
615643,541055,C1
615319,542579,C1
616591,542915,C1
605345,572015,C1
604688,571880,C1
605773,572229,C1
604516,572572,C1
605236,573099,C1
604562,572501,C1
604575,574167,C1
604523,575580,C1
603823,573807,C1
604781,574224,C1
604760,574682,C1
604634,574090,C1
658510,569420,C1
658453,570146,C1
659373,570558,C1
658790,569925,C1
659534,570267,C1
659504,570611,C1
600103,583256,C1
599618,583324,C1
600260,584909,C1
599872,583252,C1
600446,583600,C1
600058,583944,C1
672938,591700,C1
672427,591020,C1
672964,591363,C1
673103,591701,C1
671846,592044,C1
672731,591118,C1
594920,535255,C1
594468,535506,C1
594751,534473,C1
593756,535881,C1
594570,535668,C1
595314,536010,C1
658120,454580,C1
659243,453785,C1
657986,454128,C1
658589,455091,C1
658840,454492,C1
659584,454834,C1
609528,592176,C1
610419,590525,C1
609859,591091,C1
609101,592167,C1
609317,590514,C1
608929,590858,C1
624825,509008,C1
623960,508874,C1
623973,509280,C1
624717,509622,C1
624328,509966,C1
623218,509764,C1
602645,570475,C1
602353,570606,C1
601992,570632,C1
603076,570981,C1
602494,570773,C1
602105,571117,C1
641158,593929,C1
641276,594001,C1
641880,594964,C1
641825,594750,C1
641699,594158,C1
641817,593188,C1
590681,640626,C1
590787,641868,C1
590111,640952,C1
590253,641563,C1
590000,641039,C1
591085,641388,C1
569221,574825,C1
569170,575627,C1
569052,574043,C1
568925,575452,C1
568197,575789,C1
567808,574132,C1
559360,570281,C1
559813,570329,C1
560717,570551,C1
559252,570895,C1
560137,571970,C1
560353,570317,C1
639597,588942,C1
639783,589634,C1
640455,589109,C1
640700,590072,C1
641339,589789,C1
640950,590133,C1
568453,539511,C1
568136,539383,C1
568187,537793,C1
568399,538084,C1
566630,539494,C1
567045,537726,C1
570438,580951,C1
570387,579752,C1
569324,580158,C1
569198,579566,C1
569942,579908,C1
570134,580441,C1
661476,615513,C1
661114,616199,C1
661516,615601,C1
661000,616013,C1
661216,616361,C1
660760,616085,C1
668851,571541,C1
668366,571609,C1
668247,572026,C1
669519,571937,C1
667730,572229,C1
669414,572525,C1
598156,530136,C1
597325,529950,C1
598245,530362,C1
596988,530705,C1
598673,531554,C1
597289,531540,C1
607772,619072,C1
607885,619367,C1
607162,619780,C1
607378,618127,C1
606989,618471,C1
607005,619545,C1
616363,590832,C1
617973,591626,C1
616082,590925,C1
617728,591451,C1
617339,591795,C1
616387,592178,C1
604695,529472,C1
603070,528787,C1
604353,529021,C1
603096,529364,C1
603817,527890,C1
603350,529292,C1
571367,595763,C1
571579,595629,C1
572904,594159,C1
572515,594503,C1
571826,595951,C1
572067,596133,C1
604090,545322,C1
602444,544243,C1
602390,544582,C1
603182,544637,C1
602483,544865,C1
602462,545323,C1
605468,574807,C1
605611,573677,C1
605222,574021,C1
606165,574248,C1
605413,574770,C1
606220,574291,C1
547316,561217,C1
547000,561089,C1
547051,561500,C1
546662,561844,C1
548555,561244,C1
548167,561588,C1
585477,557004,C1
586191,555689,C1
586335,555170,C1
585946,555514,C1
585217,555851,C1
586830,556194,C1
652539,589750,C1
652949,589736,C1
652999,590147,C1
651879,590301,C1
652599,590828,C1
651963,590235,C1
590927,537590,C1
590611,537462,C1
590095,537874,C1
589159,538212,C1
590165,537618,C1
590886,538145,C1
583092,544065,C1
584004,544871,C1
583814,545100,C1
583026,544030,C1
583747,544557,C1
583963,544905,C1
691969,557400,C1
692946,557575,C1
691452,557603,C1
692554,557945,C1
692312,557744,C1
691055,556086,C1
609038,552511,C1
610687,554416,C1
609964,552828,C1
610180,553176,C1
610125,552537,C1
609737,552881,C1
632819,543342,C1
633495,542022,C1
632980,542434,C1
633293,542144,C1
632564,542481,C1
632175,542825,C1
604805,631262,C1
604847,631134,C1
604898,631545,C1
604509,631889,C1
603780,632226,C1
603654,631634,C1
629831,617554,C1
629882,617540,C1
629367,617952,C1
628638,616288,C1
630183,618012,C1
628415,617421,C1
577758,575180,C1
579113,575367,C1
577488,575596,C1
578553,575933,C1
577437,575008,C1
578231,575996,C1
605935,575799,C1
605806,575658,C1
605121,575841,C1
605337,576189,C1
605874,574531,C1
604856,576124,C1
608397,576779,C1
608710,578490,C1
608520,576718,C1
609792,577054,C1
608870,577582,C1
609877,576988,C1
601870,639384,C1
601418,639635,C1
600795,639702,C1
601539,640044,C1
602624,640393,C1
602041,640185,C1
601971,540200,C1
601077,540175,C1
600562,540587,C1
600976,540820,C1
602056,539346,C1
600794,540008,C1
632957,567216,C1
632507,566604,C1
631982,566902,C1
632940,567319,C1
631945,566726,C1
632085,567064,C1
696367,653083,C1
696684,653999,C1
697641,652415,C1
696647,653823,C1
696258,654167,C1
696431,652687,C1
621006,568506,C1
619655,568440,C1
621098,568789,C1
619841,569132,C1
620127,568925,C1
619661,568326,C1
614551,573115,C1
614670,573911,C1
615046,572138,C1
613523,573552,C1
613502,572009,C1
614223,572536,C1
567476,581920,C1
568414,581900,C1
568993,580304,C1
568676,580601,C1
567924,581499,C1
568668,581841,C1
590869,623325,C1
590588,623512,C1
590830,623427,C1
590747,623811,C1
591491,624153,C1
591365,623561,C1
607058,671421,C1
607247,670404,C1
607653,670523,C1
607895,672046,C1
606614,670573,C1
607886,670909,C1
586032,575851,C1
586772,575711,C1
586072,575939,C1
586793,574465,C1
587008,574813,C1
586882,574221,C1
635767,580928,C1
636755,581001,C1
635827,579027,C1
635565,580815,C1
636575,579661,C1
635899,580193,C1
616184,574763,C1
614907,575203,C1
616422,575270,C1
614637,575619,C1
616178,575095,C1
614722,575553,C1
593195,579811,C1
594347,580056,C1
593288,580284,C1
594901,580627,C1
594846,580223,C1
594457,580567,C1
607087,577911,C1
607997,577041,C1
608136,577379,C1
607989,577905,C1
608525,578248,C1
608636,577546,C1
608114,574466,C1
607564,574486,C1
607733,574715,C1
607948,575063,C1
606668,575591,C1
607506,574768,C1
594808,629922,C1
595746,629902,C1
595666,630089,C1
594585,630502,C1
595857,630838,C1
594088,630247,C1
684586,581800,C1
683813,582056,C1
685688,583464,C1
684959,581800,C1
684236,582213,C1
684980,582555,C1
602897,579004,C1
602283,577844,C1
602569,577637,C1
602784,577985,C1
602659,577393,C1
601595,577799,C1
603298,591390,C1
604086,591578,C1
604137,589988,C1
604107,590332,C1
603640,591734,C1
604361,590260,C1
618425,619577,C1
618510,619511,C1
617558,619894,C1
617440,620076,C1
617679,619592,C1
618423,619934,C1
608540,477864,C1
608752,477730,C1
608000,477528,C1
607611,477872,C1
608355,478214,C1
608659,477099,C1
611898,573236,C1
611873,574489,C1
611924,572899,C1
613537,573242,C1
612808,573579,C1
612942,574471,C1
581600,570172,C1
579811,570039,C1
580860,568420,C1
580830,568764,C1
580682,569290,C1
580750,569986,C1
602955,597079,C1
603833,596312,C1
602897,596650,C1
603617,597177,C1
604234,597162,C1
603846,595505,C1
601547,558684,C1
600618,557981,C1
601995,558942,C1
601078,557291,C1
600496,559084,C1
601096,558606,C1
607288,581441,C1
606967,580056,C1
605923,580474,C1
606460,580817,C1
607732,581153,C1
606714,580745,C1
580659,569242,C1
581533,570043,C1
581545,570449,C1
580551,569856,C1
581635,570205,C1
580845,569998,C1
607806,544445,C1
606886,545246,C1
607636,545664,C1
606642,545071,C1
608254,545414,C1
606875,544370,C1
607361,574146,C1
607073,574334,C1
606945,574193,C1
606556,574537,C1
606767,575063,C1
607851,575412,C1
607489,575665,C1
606240,576357,C1
606515,575827,C1
607051,576170,C1
606663,576514,C1
606680,576977,C1
667590,571402,C1
668136,571624,C1
668643,571651,C1
667532,571449,C1
669145,571792,C1
667888,572135,C1
581438,565087,C1
580518,565888,C1
580629,565186,C1
581349,565713,C1
581886,566056,C1
580958,566508,C1
599691,577949,C1
599353,576938,C1
597991,576231,C1
597994,576523,C1
598738,576865,C1
598350,577209,C1
611135,575929,C1
610879,574769,C1
612061,576246,C1
610804,574588,C1
610319,575209,C1
611636,575391,C1
604281,575493,C1
604370,575909,C1
604750,576004,C1
604579,576226,C1
605498,576638,C1
604037,575414,C1
625531,532788,C1
624978,533938,C1
624924,533299,C1
624912,533636,C1
626281,532482,C1
625698,533850,C1
600388,591734,C1
601155,591936,C1
600508,592124,C1
601000,592495,C1
601021,591249,C1
599923,593091,C1
578917,617100,C1
578526,617895,C1
578166,618741,C1
578381,619089,C1
579102,617615,C1
577845,617958,C1
658559,613112,C1
658866,611913,C1
659246,612809,C1
658858,613153,C1
659907,611534,C1
659117,613328,C1
564450,482027,C1
564545,482284,C1
563519,481794,C1
564584,482131,C1
564001,481923,C1
563612,482267,C1
612754,524072,C1
611163,524249,C1
612324,523826,C1
611809,524238,C1
612965,524540,C1
611708,522882,C1
570282,568931,C1
570430,569618,C1
569550,568583,C1
570493,568810,C1
569571,569338,C1
570620,569720,C1
628001,579521,C1
628555,580327,C1
627996,579287,C1
629268,579623,C1
628246,579348,C1
628990,579690,C1
593724,586536,C1
594400,585451,C1
593303,585674,C1
593319,584747,C1
592931,585091,C1
593147,585439,C1
541266,626823,C1
541110,627000,C1
541161,627411,C1
541566,628260,C1
541211,626786,C1
540829,627035,C1
592147,641081,C1
592295,640002,C1
593278,639136,C1
592890,639480,C1
593634,639822,C1
593338,639236,C1
638230,550137,C1
638872,551481,C1
637615,549823,C1
637731,549622,C1
638475,549964,C1
638349,551373,C1
638200,629807,C1
640048,629596,C1
639325,630009,C1
639540,630357,C1
639414,629765,C1
638832,629557,C1
613147,562667,C1
613096,561468,C1
612052,561886,C1
613058,561292,C1
611594,561636,C1
611733,561974,C1
647604,575724,C1
647816,575590,C1
648032,573937,C1
647782,574854,C1
648581,574261,C1
647629,574644,C1
524808,597485,C1
524927,597557,C1
524000,595583,C1
523209,597377,C1
523349,595714,C1
523894,596171,C1
601307,533488,C1
603131,532356,C1
603034,533656,C1
601777,531998,C1
602497,532525,C1
601769,532862,C1
535242,565569,C1
535694,565617,C1
535335,565852,C1
534078,566195,C1
535061,565786,C1
534109,566169,C1
650048,529236,C1
649930,529418,C1
650888,529835,C1
649753,529863,C1
649436,530160,C1
650907,530381,C1
622805,564761,C1
621551,565396,C1
622830,565808,C1
621307,565221,C1
622919,565564,C1
621662,565907,C1
623443,583913,C1
623748,585040,C1
624157,583450,C1
623241,583800,C1
623985,584142,C1
622967,583734,C1
597050,644274,C1
598672,644496,C1
598048,643457,C1
598281,644866,C1
597170,644664,C1
597149,643121,C1
551354,577672,C1
552435,578472,C1
552837,577874,C1
552255,577666,C1
552225,578010,C1
551815,577046,C1
610238,611982,C1
610098,611943,C1
610409,610656,C1
610464,611613,C1
609470,611020,C1
609227,610819,C1
699641,614954,C1
698671,616196,C1
699483,615157,C1
699698,615505,C1
699141,614706,C1
698412,615043,C1
659699,582573,C1
658704,582640,C1
659739,582661,C1
659157,582453,C1
658569,582912,C1
658578,583261,C1
548236,600156,C1
548480,600630,C1
547486,600037,C1
547678,600570,C1
546780,600913,C1
547761,600073,C1
674040,566007,C1
673359,566057,C1
673072,566245,C1
673617,564701,C1
673757,565039,C1
672762,566447,C1
637877,588724,C1
637983,587965,C1
636726,588308,C1
638178,588771,C1
636897,589299,C1
638262,588705,C1
696621,548729,C1
697893,550641,C1
696972,549168,C1
696243,549505,C1
697788,549228,C1
697399,549572,C1
533877,583861,C1
535296,583227,C1
534907,583571,C1
534759,584097,C1
533624,582549,C1
535499,583957,C1
527572,553010,C1
527628,551966,C1
528634,553373,C1
527988,551560,C1
528326,552018,C1
527739,552477,C1
553717,607040,C1
553627,608072,C1
553161,607473,C1
